row_id,game_id,ply,orientation,pre_flaw_fen,push_move_uci,pv,san_line,motif,motif_name,depth,solver_color,eval_at_firing,label,rationale,board_url,analysis_url
0085,1332016,62,allowed,3r2k1/5p1p/p7/1p6/3bPp2/1P5P/P1R1R1P1/5n1K w - - 6 32,c2c6,f1g3 h1h2 d4g1 h2g1 d8d1 e2e1 d1e1 g1f2 e1f1,Ng3+ Kh2 Bg1+ Kxg1 Rd1+ Re1 Rxe1+ Kf2 [Rf1#],20,hook-mate,8,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/3r2k1/5p1p/p7/1p6/3bPp2/1P5P/P1R1R1P1/5n1K_w_-_-_6_32,https://flawchess.com/analysis?game_id=1332016&ply=62
0086,948444,39,allowed,rn4rk/p2q1p1p/5N2/3Pb3/2B5/7P/PPP3R1/R1BQK3 b Q - 0 20,d7h3,g2g8,[Rxg8#],21,arabian-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/rn4rk/p2q1p1p/5N2/3Pb3/2B5/7P/PPP3R1/R1BQK3_b_Q_-_0_20,https://flawchess.com/analysis?game_id=948444&ply=39
0087,2300246,46,allowed,6k1/p4ppp/1r6/4P3/3rB1q1/Q1N2nPb/P4P1P/R4R1K w - - 3 24,a1d1,b6h6 f1g1 h3f1 e4h7 g8h7 g1g2 g4h3 d1f1 h3h2 g2h2 h6h2,Rh6 Rg1 Bf1 Bxh7+ Kxh7 Rg2 Qh3 Rxf1 Qxh2+ Rxh2 [Rxh2#],21,arabian-mate,10,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/6k1/p4ppp/1r6/4P3/3rB1q1/Q1N2nPb/P4P1P/R4R1K_w_-_-_3_24,https://flawchess.com/analysis?game_id=2300246&ply=46
0088,1544179,39,allowed,2kr1br1/p2b1p1p/8/2p2p2/5BP1/2PB4/PP1N3P/R2Q1RK1 b - - 0 20,f5g4,d3a6,[Ba6#],22,boden-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/2kr1br1/p2b1p1p/8/2p2p2/5BP1/2PB4/PP1N3P/R2Q1RK1_b_-_-_0_20,https://flawchess.com/analysis?game_id=1544179&ply=39
0089,1560947,26,allowed,r4rk1/ppp2ppp/5n2/5b2/1bP5/2N4P/PP1B1PP1/2KR1B1R w - - 6 14,b2b3,b4a3,[Ba3#],22,boden-mate,0,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r4rk1/ppp2ppp/5n2/5b2/1bP5/2N4P/PP1B1PP1/2KR1B1R_w_-_-_6_14,https://flawchess.com/analysis?game_id=1560947&ply=26
0090,549923,27,allowed,r3kb1r/Np2pppp/1B3n2/2pP4/8/8/PPP2PPP/3K1B1R b k - 2 14,f6d5,f1b5,[Bb5#],23,double-bishop-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r3kb1r/Np2pppp/1B3n2/2pP4/8/8/PPP2PPP/3K1B1R_b_k_-_2_14,https://flawchess.com/analysis?game_id=549923&ply=27
0091,1313883,25,allowed,rnbqkb1r/3p4/p1p1pB2/1p2P2p/3P4/3B1p2/PPP3PP/R2Q1RK1 b kq - 0 13,d8b6,d3g6,[Bg6#],23,double-bishop-mate,0,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/rnbqkb1r/3p4/p1p1pB2/1p2P2p/3P4/3B1p2/PPP3PP/R2Q1RK1_b_kq_-_0_13,https://flawchess.com/analysis?game_id=1313883&ply=25
0092,1690237,31,allowed,r3k2r/pppb1p1p/5Q2/8/2B5/8/PPP3PP/RN4K1 b kq - 0 16,h8f8,b1c3 d7e6 c4e6 a8d8 e6f7 f8f7 a1e1 e8d7 f6e6,Nc3 Be6 Bxe6 Rd8 Bxf7+ Rxf7 Re1+ Kd7 [Qe6#],24,dovetail-mate,8,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/r3k2r/pppb1p1p/5Q2/8/2B5/8/PPP3PP/RN4K1_b_kq_-_0_16,https://flawchess.com/analysis?game_id=1690237&ply=31
0093,2136672,13,allowed,rn1qkbnr/ppp3p1/4p2p/3pp1NQ/4P3/3P4/PPP2PPP/RNB1K2R b KQkq - 1 7,g7g6,h5g6 e8d7 g6e6,Qxg6+ Kd7 [Qxe6#],24,dovetail-mate,2,white,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/rn1qkbnr/ppp3p1/4p2p/3pp1NQ/4P3/3P4/PPP2PPP/RNB1K2R_b_KQkq_-_1_7,https://flawchess.com/analysis?game_id=2136672&ply=13
0094,2322411,17,allowed,rn1qkb1r/1p1B3p/p2p1nP1/2pPp2Q/8/2N5/PPP2PPP/R1B1K1NR b KQkq - 0 9,b8d7,g6g7 f6h5 g7h8q h5f6 c1g5 d8b6 g1f3 b6b2 e1g1 b2c3 g5f6 c3c2,[g7+] Nxh5 gxh8=Q Nhf6 Bg5 Qb6 Nf3 Qxb2 O-O Qxc3 Bxf6 Qxc2,25,discovered-check,0,white,553,real,Solver is winning (553cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/rn1qkb1r/1p1B3p/p2p1nP1/2pPp2Q/8/2N5/PPP2PPP/R1B1K1NR_b_KQkq_-_0_9,https://flawchess.com/analysis?game_id=2322411&ply=17
0095,610386,102,allowed,8/8/3KP3/1p1B4/1p6/4k3/3p4/8 w - - 0 52,e6e7,d2d1q e7e8q e3d2 e8e4 b4b3 e4e5 b3b2 d5e4 b2b1q e4b1 d2c1 d6e7,d1=Q e8=Q+ Kd2 Qe4 b3 Qe5 b2 Be4 b1=Q Bxb1 [Kc1+] Ke7,25,discovered-check,10,black,none,incidental,No eval available; the mutual promotion race makes the positional verdict unclear from the SAN line alone.,https://lichess.org/analysis/standard/8/8/3KP3/1p1B4/1p6/4k3/3p4/8_w_-_-_0_52,https://flawchess.com/analysis?game_id=610386&ply=102
0096,2439903,51,allowed,r5k1/p5pp/Q1p1pr2/2Pp1pB1/3P2nP/P3PNK1/2q3P1/5R2 b - - 3 26,f6g6,a6c6 a8f8 h4h5 g4e3 f1g1 f5f4 g3h2 h7h6 h5g6 c2g6 g5h4 f8b8,Qxc6 Rf8 h5 Nxe3 Rg1 f4+ Kh2 h6 [hxg6] Qxg6 Bh4 Rb8,26,trapped-piece,8,white,-96,incidental,Solver mildly losing (-96cp) at the firing node — not actually ahead where the piece is trapped.,https://lichess.org/analysis/standard/r5k1/p5pp/Q1p1pr2/2Pp1pB1/3P2nP/P3PNK1/2q3P1/5R2_b_-_-_3_26,https://flawchess.com/analysis?game_id=2439903&ply=51
0097,1518426,65,allowed,8/pr1n1pk1/3br1pp/Pq2p3/1NR1P3/2Q4P/1R3PPB/6K1 b - - 2 33,e6e8,b4d3 b5a6 c4c6 b7b2 c6a6 b2b1 d3c1 d6c5 h2e5 e8e5 a6c6 g7g8,Nd3 Qa6 Rc6 Rxb2 [Rxa6] Rb1+ Nc1 Bc5 Bxe5+ Rxe5 Rc6 Kg8,26,trapped-piece,4,white,none,real,Rxa6 directly captures the trapped queen for a rook — an unambiguous material-winning capture.,https://lichess.org/analysis/standard/8/pr1n1pk1/3br1pp/Pq2p3/1NR1P3/2Q4P/1R3PPB/6K1_b_-_-_2_33,https://flawchess.com/analysis?game_id=1518426&ply=65
0098,1328746,51,allowed,5bk1/p1p2p1p/1p1p2p1/3P4/8/PqP2B2/1P2QPPP/6K1 b - - 4 26,c7c5,d5c6 b3a2 c6c7 a2b1 e2f1 b1f5 f3b7 d6d5 c7c8q f5e5 c8d7 f8d6,[dxc6] Qa2 c7 Qb1+ Qf1 Qf5 Bb7 d5 c8=Q Qe5 Qd7 Bd6,27,en-passant,0,white,608,real,Solver is winning (608cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/5bk1/p1p2p1p/1p1p2p1/3P4/8/PqP2B2/1P2QPPP/6K1_b_-_-_4_26,https://flawchess.com/analysis?game_id=1328746&ply=51
0099,1638972,21,allowed,r1bq1rk1/1ppp1pp1/p1n1p2p/b3P3/2BPQB2/2P2N2/P1P2PPP/R4RK1 b - - 4 11,b7b5,c4d3 f7f5 e5f6 f8f6 e4h7 g8f8 f3e5 c6e5 f4e5 c8b7 a1e1 f6f7,Bd3 f5 [exf6] Rxf6 Qh7+ Kf8 Ne5 Nxe5 Bxe5 Bb7 Rae1 Rf7,27,en-passant,2,white,287,real,Solver is winning (287cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/r1bq1rk1/1ppp1pp1/p1n1p2p/b3P3/2BPQB2/2P2N2/P1P2PPP/R4RK1_b_-_-_4_11,https://flawchess.com/analysis?game_id=1638972&ply=21
0100,1555276,64,allowed,8/4n3/R2pk1p1/4p3/4P3/1K1P3p/2P5/3q4 w - - 3 33,b3b2,h3h2 a6a1 h2h1q a1d1 h1d1 d3d4 d1d4 c2c3 d4d3 b2c1 e7c6 c1b2,h2 Ra1 [h1=Q] Rxd1 Qxd1 d4 Qxd4+ c3 Qd3 Kc1 Nc6 Kb2,28,promotion,2,black,M12,real,"Forced mate (M12) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/8/4n3/R2pk1p1/4p3/4P3/1K1P3p/2P5/3q4_w_-_-_3_33,https://flawchess.com/analysis?game_id=1555276&ply=64
0101,1520212,78,allowed,8/7p/1P3ppk/3Pp3/P3PnP1/5PKP/3p2B1/4rQ2 w - - 2 40,f1f2,e1e2 g2f1 e2f2 g3f2 d2d1q f1a6 d1d2 f2f1 d2c1 f1f2 c1b2 f2e1,Re2 Bf1 Rxf2 Kxf2 [d1=Q] Ba6 Qd2+ Kf1 Qc1+ Kf2 Qb2+ Ke1,28,promotion,4,black,878,real,Solver is winning (878cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/8/7p/1P3ppk/3Pp3/P3PnP1/5PKP/3p2B1/4rQ2_w_-_-_2_40,https://flawchess.com/analysis?game_id=1520212&ply=78
0102,1520212,78,missed,8/7p/1P3ppk/3Pp3/P3PnP1/4rPKP/3p2B1/5Q2 b - - 1 39,e3e1,b6b7 e1f1 b7b8q f4e2 g3h2 d2d1q b8f8 h6g5 h3h4 g5f4 f8h6 g6g5,b7 Rxf1 [b8=Q] Ne2+ Kh2 d1=Q Qf8+ Kg5 h4+ Kf4 Qh6+ g5,28,promotion,2,white,-462,incidental,Solver losing (-462cp) at the firing node; the promotion race does not rescue a bad position.,https://lichess.org/analysis/standard/8/7p/1P3ppk/3Pp3/P3PnP1/4rPKP/3p2B1/5Q2_b_-_-_1_39,https://flawchess.com/analysis?game_id=1520212&ply=77
0103,873480,50,allowed,2r1kr2/5pQp/1pN1p3/8/4n3/P3K3/1Pbp1PPP/5BNR w - - 1 26,g7f6,d2d1n e3f3 e4f6 c6a7 c8c7 f1b5 e8e7 a7c6 c7c6 b5c6 f8c8 g1e2,[d1=N+] Kf3 Nxf6 Na7 Rc7 Bb5+ Ke7 Nc6+ Rxc6 Bxc6 Rc8 Ne2,29,under-promotion,0,black,525,real,Solver is winning (525cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/2r1kr2/5pQp/1pN1p3/8/4n3/P3K3/1Pbp1PPP/5BNR_w_-_-_1_26,https://flawchess.com/analysis?game_id=873480&ply=50
0104,1902345,88,allowed,8/7Q/8/1K6/8/1P2p3/3k4/8 w - - 0 45,h7e7,e3e2 b5c4 e2e1r e7b4 d2e2 b4e1 e2e1 c4d3 e1f2 b3b4 f2f3 d3d4,e2 Kc4 [e1=R] Qb4+ Ke2 Qxe1+ Kxe1 Kd3 Kf2 b4 Kf3 Kd4,29,under-promotion,2,black,-6588,incidental,Solver catastrophically losing (-6588cp) at the firing node; the under-promotion trick occurs in an already-lost position.,https://lichess.org/analysis/standard/8/7Q/8/1K6/8/1P2p3/3k4/8_w_-_-_0_45,https://flawchess.com/analysis?game_id=1902345&ply=88
0105,550371,36,missed,3rr1k1/1ppq1p1p/p1n1bn2/6N1/1P1Pp2R/P3P3/1BPNB1P1/2KR4 b - - 2 18,h7h6,d4d5 h6g5 d2e4 g5h4 e4f6 g8f8 f6h7 f8g8,d5 hxg5 [Nxe4] gxh4 Nxf6+ Kf8 Nh7+ Kg8,17,sacrifice,2,white,0,real,Eval is dead equal (0cp) but the line shows a genuine follow-up (Nxf6+/Nh7+ knight fork) recovering full compensation for the sacrificed material.,https://lichess.org/analysis/standard/3rr1k1/1ppq1p1p/p1n1bn2/6N1/1P1Pp2R/P3P3/1BPNB1P1/2KR4_b_-_-_2_18,https://flawchess.com/analysis?game_id=550371&ply=35
0106,1536633,52,missed,2rr2k1/pq3pbp/1p2p1p1/4P3/2n1N3/P4N1P/1P2QPP1/3RR1K1 b - - 0 26,b7c6,d1d8 c8d8 e1c1 b6b5 b2b3 g7f8 a3a4 c6b6 b3c4 b5a4 c4c5 b6b4,Rxd8+ Rxd8 [Rc1] b5 b3 Bf8 a4 Qb6 bxc4 bxa4 c5 Qb4,15,clearance,2,white,399,incidental,"Rc1 creates no immediate threat; the rest of the line is quiet queenside pawn play despite a good eval (+399cp) — ordinary regrouping, not a used clearance.",https://lichess.org/analysis/standard/2rr2k1/pq3pbp/1p2p1p1/4P3/2n1N3/P4N1P/1P2QPP1/3RR1K1_b_-_-_0_26,https://flawchess.com/analysis?game_id=1536633&ply=51
0107,821072,24,missed,3qkb1r/Np1b1ppp/2p1p3/3p4/1p1PnB2/4PP2/2P3PP/1Q2KBNR b Kk - 0 12,e4c3,b1a1 d8b6 g1e2 c3e2 f1e2 f8e7 a1a4 e8g8 e1f2 f8a8 h1a1 f7f6,Qa1 Qb6 Ne2 Nxe2 Bxe2 Be7 Qa4 O-O Kf2 Ra8 [Ra1] f6,15,clearance,10,white,-114,incidental,Solver mildly losing (-114cp) at the firing node.,https://lichess.org/analysis/standard/3qkb1r/Np1b1ppp/2p1p3/3p4/1p1PnB2/4PP2/2P3PP/1Q2KBNR_b_Kk_-_0_12,https://flawchess.com/analysis?game_id=821072&ply=23
0108,703481,41,missed,r4rk1/p2q1ppp/2pb4/2pp4/5Nb1/1P2P1P1/PBQP1P2/2R3RK w - - 5 21,c2c3,g4f3 h1h2 d7g4 c3g7 g4g7 b2g7 g8g7 d2d3 g7h8 f4g2 a8e8 g2h4,Bf3+ Kh2 [Qg4] Qxg7+ Qxg7 Bxg7 Kxg7 d3 Kh8 Ng2 Rae8 Nh4,15,clearance,2,black,410,real,Qg4 is directly followed by a forcing Qxg7+/Qxg7/Bxg7 sequence winning material/king safety at +410cp.,https://lichess.org/analysis/standard/r4rk1/p2q1ppp/2pb4/2pp4/5Nb1/1P2P1P1/PBQP1P2/2R3RK_w_-_-_5_21,https://flawchess.com/analysis?game_id=703481&ply=40
0109,1233222,34,missed,1k1r1b1r/Nbpnq3/1p1p1n2/4p2p/Q1PP2p1/4P1P1/1P2BP1N/R1B2RK1 b - - 3 17,e7e6,a7c6 b8c8 a4a8 b7a8 a1a8 d7b8 d4d5 e6e8 a8b8 c8d7 b8d8 e8d8,[Nc6+] Kc8 Qa8+ Bxa8 Rxa8+ Nb8 d5 Qe8 Rxb8+ Kd7 Rxd8+ Qxd8,1,fork,0,white,none,real,The initial fork (Nc6+) leads to a forcing sequence of three separate rook captures (Rxa8+/Rxb8+/Rxd8+) — a devastating combination.,https://lichess.org/analysis/standard/1k1r1b1r/Nbpnq3/1p1p1n2/4p2p/Q1PP2p1/4P1P1/1P2BP1N/R1B2RK1_b_-_-_3_17,https://flawchess.com/analysis?game_id=1233222&ply=33
0110,874514,17,missed,r1bqk2r/ppppbnpp/8/n3p3/3PP3/1QP2N2/P4PPP/RNB1K2R w KQkq - 0 9,b3d5,c7c6 d5f7 e8f7 f3e5 f7g8 b1d2 d7d6 e5d3 c8e6 d3f4 e6f7 d2f3,c6 Qxf7+ [Kxf7] Nxe5+ Kg8 Nd2 d6 Nd3 Be6 Nf4 Bf7 Nf3,26,trapped-piece,2,black,630,real,Solver is winning (630cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/r1bqk2r/ppppbnpp/8/n3p3/3PP3/1QP2N2/P4PPP/RNB1K2R_w_KQkq_-_0_9,https://flawchess.com/analysis?game_id=874514&ply=16
0111,1060389,85,missed,4rk2/p7/8/2pP3R/2P3P1/4p3/Pr2K2P/8 w - - 3 43,e2f3,b2f2 f3g3 f8g7 h5h8 g7h8 d5d6 e3e2 d6d7 e8e3 g3h4 e2e1q d7d8q,Rf2+ Kg3 Kg7 Rh8 Kxh8 d6 e2 d7 [Re3+] Kh4 e1=Q d8=Q+,15,clearance,8,black,M7,real,The clearing move Re3+ gives check and leads directly to a forced mate in 7.,https://lichess.org/analysis/standard/4rk2/p7/8/2pP3R/2P3P1/4p3/Pr2K2P/8_w_-_-_3_43,https://flawchess.com/analysis?game_id=1060389&ply=84
0112,1995953,113,missed,1R6/2R3p1/4npkp/8/KP4P1/6r1/8/8 w - - 8 57,b8b6,e6c7 b6c6 c7d5 c6c5 d5b4 a4b4 g3g4 b4c3 h6h5 c3d3 h5h4 d3e3,[Nxc7] Rc6 Nd5 Rc5 Nxb4 Kxb4 Rxg4+ Kc3 h5 Kd3 h4 Ke3,2,hanging-piece,0,black,574,real,Solver is winning (574cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/1R6/2R3p1/4npkp/8/KP4P1/6r1/8/8_w_-_-_8_57,https://flawchess.com/analysis?game_id=1995953&ply=112
0113,2341654,54,missed,5r2/2R1pkbp/3pbnp1/8/1p1BPQ2/qP3P2/P5PP/3R2K1 b - - 2 27,f8d8,c7a7 a3a7 d4a7 d8a8 f4e3 h7h6 h2h4 g6g5 h4g5 h6g5 a7d4 a8a2,Ra7 Qxa7 [Bxa7] Ra8 Qe3 h6 h4 g5 hxg5 hxg5 Bd4 Rxa2,26,trapped-piece,2,white,399,real,Solver is winning (399cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/5r2/2R1pkbp/3pbnp1/8/1p1BPQ2/qP3P2/P5PP/3R2K1_b_-_-_2_27,https://flawchess.com/analysis?game_id=2341654&ply=53
0114,1556628,87,missed,8/k7/pr6/1p1Q2p1/1P1PKqP1/1B4bP/P7/2R5 w - - 3 44,e4d3,f4c1 b3c2 g3d6 a2a3 d6f4 d3c3 c1a3 c2b3 a3c1 b3c2 c1e1 c3b2,[Qxc1] Bc2 Bd6 a3 Bf4 Kc3 Qxa3+ Bb3 Qc1+ Bc2 Qe1+ Kb2,2,hanging-piece,0,black,548,real,Solver is winning (548cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/8/k7/pr6/1p1Q2p1/1P1PKqP1/1B4bP/P7/2R5_w_-_-_3_44,https://flawchess.com/analysis?game_id=1556628&ply=86
0115,2240691,62,missed,8/p4kpp/1p1r2n1/2p3N1/8/2P5/PP3PP1/4R1K1 b - - 1 31,f7f6,g5e4 f6e6 e4d6 e6d6 e1e8 a7a5 g1f1 b6b5 e8g8 g6f4 g2g3 f4e6,[Ne4+] Ke6 Nxd6+ Kxd6 Re8 a5 Kf1 b5 Rg8 Nf4 g3 Ne6,1,fork,0,white,445,real,Solver is winning (445cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/8/p4kpp/1p1r2n1/2p3N1/8/2P5/PP3PP1/4R1K1_b_-_-_1_31,https://flawchess.com/analysis?game_id=2240691&ply=61
0116,611401,95,missed,8/1K3k2/P7/8/8/8/8/1q6 w - - 1 48,b7a8,f7e6 a6a7 b1h7 a8b8 e6d6 a7a8n d6c6 a8c7 h7c7 b8a8 c7b7,Ke6 a7 Qh7 Kb8 Kd6 a8=N Kc6 Nc7 Qxc7+ Ka8 [Qb7#],8,mate,10,black,M1,real,"Forced mate (M1) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/8/1K3k2/P7/8/8/8/8/1q6_w_-_-_1_48,https://flawchess.com/analysis?game_id=611401&ply=94
0117,1209637,20,missed,r1bqk2r/pppnb2p/5p1Q/3p4/8/2NB1N2/PPPP2PP/R1B1K2R b KQkq - 3 10,d7f8,h6h5 e8d7 d3f5 f8e6 f3d4 d7d6 c3b5 d6c5 f5e6 c7c6 e6c8 d8c8,Qh5+ Kd7 Bf5+ Ne6 [Nd4] Kd6 Ncb5+ Kc5 Bxe6 c6 Bxc8 Qxc8,3,pin,4,white,none,real,The pin is directly exploited (Bxe6 captures the pinned knight) plus further material gain (Bxc8).,https://lichess.org/analysis/standard/r1bqk2r/pppnb2p/5p1Q/3p4/8/2NB1N2/PPPP2PP/R1B1K2R_b_KQkq_-_3_10,https://flawchess.com/analysis?game_id=1209637&ply=19
0118,2228803,43,missed,2r1k2r/1b1p4/2n1p2p/p1q1Ppp1/2B3n1/P4N2/4QPPP/R1BR2K1 w k - 2 22,c1b2,g4f2 e2f2 c5c4 f2d2 c4c5 g1h1 c5e7 a1c1 e8f7 h1g1 h8f8 f3e1,Nxf2 Qxf2 [Qxc4] Qd2 Qc5+ Kh1 Qe7 Rac1 Kf7 Kg1 Rhf8 Ne1,9,deflection,2,black,188,real,Solver is winning (188cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/2r1k2r/1b1p4/2n1p2p/p1q1Ppp1/2B3n1/P4N2/4QPPP/R1BR2K1_w_k_-_2_22,https://flawchess.com/analysis?game_id=2228803&ply=42
0119,640647,22,missed,1nbqk2r/r4ppp/p3pn2/1Pb5/1PNp4/6P1/4PPBP/RNBQ1RK1 b k - 0 11,a6b5,b4c5 a7a1 c4d6 e8f8 b1a3 e6e5 f2f4 e5e4 d1d4 a1a2 a3b5 a2e2,bxc5 Rxa1 [Nd6+] Kf8 Na3 e5 f4 e4 Qxd4 Ra2 Naxb5 Rxe2,17,sacrifice,2,white,213,real,"Despite losing the exchange (Rxa1), the follow-up Nd6+ fork nets real compensation and the position is +213cp for the mover.",https://lichess.org/analysis/standard/1nbqk2r/r4ppp/p3pn2/1Pb5/1PNp4/6P1/4PPBP/RNBQ1RK1_b_k_-_0_11,https://flawchess.com/analysis?game_id=640647&ply=21
0120,2224772,41,missed,r7/ppn1ppkr/q1np2p1/2p5/P1PbPB2/1P1B1QN1/6PP/1R3R1K w - - 6 21,f3g4,h7h2 h1h2 a8h8 g3h5 h8h5 h2g3 a6a5 g4e2 c7e6 f4e3 d4e3 e2e3,[Rxh2+] Kxh2 Rh8+ Nh5+ Rxh5+ Kg3 Qa5 Qe2 Ne6 Be3 Bxe3 Qxe3,10,attraction,0,black,324,real,Solver is winning (324cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/r7/ppn1ppkr/q1np2p1/2p5/P1PbPB2/1P1B1QN1/6PP/1R3R1K_w_-_-_6_21,https://flawchess.com/analysis?game_id=2224772&ply=40
0121,1605306,37,missed,2r1k3/pp1bnpb1/3p2p1/q2p2P1/5B2/1QN5/PP2PP2/2R1K2B w - - 0 19,f4d6,d5d4 h1b7 a5g5 b7c8 g5c1 c3d1 e7c8 b3b8 c1c6 d6e5 c6h1 e1d2,d4 [Bxb7] Qxg5 Bxc8 Qxc1+ Nd1 Nxc8 Qb8 Qc6 Be5 Qh1+ Kd2,6,discovered-attack,1,black,490,real,Solver is winning (490cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/2r1k3/pp1bnpb1/3p2p1/q2p2P1/5B2/1QN5/PP2PP2/2R1K2B_w_-_-_0_19,https://flawchess.com/analysis?game_id=1605306&ply=36
0122,2076242,31,missed,r2qr1k1/1p2npp1/pb2p2p/nP1pP3/P6P/B1PQ1N2/3N1PP1/R4RK1 w - - 5 16,f3d4,e7g6 a3d6 d8h4 g2g3 h4g4 d3e2 g4e2 d4e2 e8c8 f1b1 g6f8 d6f8,Ng6 [Bd6] Qxh4 g3 Qg4 Qe2 Qxe2 Nxe2 Rec8 Rfb1 Nf8 Bxf8,6,discovered-attack,1,black,206,real,Solver is winning (206cp) at the firing node on an already-high-precision motif; the geometry is genuinely present and exploitable.,https://lichess.org/analysis/standard/r2qr1k1/1p2npp1/pb2p2p/nP1pP3/P6P/B1PQ1N2/3N1PP1/R4RK1_w_-_-_5_16,https://flawchess.com/analysis?game_id=2076242&ply=30
0123,2211977,34,missed,r2q1rk1/pp2R1b1/2p2nBp/8/5B2/2N5/PnP2PPP/R3Q1K1 b - - 0 17,d8d4,e1e6 g8h8 f4e5 d4h4 c3e4 b2c4 e5c3 c4d2 e4d2 h4g5 e7g7 h8g7,Qe6+ Kh8 Be5 Qh4 Ne4 Nc4 [Bc3] Nd2 Nxd2 Qg5 Rxg7 Kxg7,15,clearance,6,white,616,real,"Bc3 is followed two moves later by Nxd2, netting material, with the position remaining +616cp.",https://lichess.org/analysis/standard/r2q1rk1/pp2R1b1/2p2nBp/8/5B2/2N5/PnP2PPP/R3Q1K1_b_-_-_0_17,https://flawchess.com/analysis?game_id=2211977&ply=33
0124,1550401,81,missed,8/4b2k/2p4p/2PpNq2/pP3P2/P1P4r/3B2K1/R7 w - - 4 41,a1h1,f5e4 g2h3 e4h1 h3g3 e7h4 g3g4 h6h5 g4f5 h1h3 e5g4 h3g4 f5e5,Qe4+ Kxh3 [Qxh1+] Kg3 Bh4+ Kg4 h5+ Kf5 Qh3+ Ng4 Qxg4+ Ke5,4,skewer,2,black,M9,real,"Forced mate (M9) for the solver at the firing node — a clearly winning, genuine tactic.",https://lichess.org/analysis/standard/8/4b2k/2p4p/2PpNq2/pP3P2/P1P4r/3B2K1/R7_w_-_-_4_41,https://flawchess.com/analysis?game_id=1550401&ply=80
0125,1066085,39,missed,r3r1k1/qp2bppp/2p2n2/p3nP2/N1P5/1P4PP/PBQ2PB1/3R2K1 w - - 4 20,b2e5,a8d8 d1d8 e7d8 e5c3 d8c7 c2d2 e8d8 d2e2 c7d6 c3d2 d8e8 e2d3,Rad8 Rxd8 Bxd8 Bc3 Bc7 Qd2 [Rd8] Qe2 Bd6 Bd2 Re8 Qd3,15,clearance,6,black,none,incidental,No eval available; the line after Rd8 is quiet regrouping (Qe2/Bd6/Bd2/Re8/Qd3) with no demonstrated forcing payoff.,https://lichess.org/analysis/standard/r3r1k1/qp2bppp/2p2n2/p3nP2/N1P5/1P4PP/PBQ2PB1/3R2K1_w_-_-_4_20,https://flawchess.com/analysis?game_id=1066085&ply=38
0126,575822,114,missed,8/3b4/4k3/2R1Bp2/1p1Pp3/4P3/2p2PK1/2r2N2 b - - 1 57,b4b3,f1d2 b3b2 d4d5 e6e5 d2c4 e5f6 c4b2 f5f4 e3f4 d7g4 g2h2 g4f3,Nd2 b2 d5+ Kxe5 [Nc4+] Kf6 Nxb2 f4 exf4 Bg4 Kh2 Bf3,17,sacrifice,4,white,-334,incidental,Solver losing (-334cp) at the firing node.,https://lichess.org/analysis/standard/8/3b4/4k3/2R1Bp2/1p1Pp3/4P3/2p2PK1/2r2N2_b_-_-_1_57,https://flawchess.com/analysis?game_id=575822&ply=113
